date,event_count,severity,sentiment_score,impact_score,event_weight,event_type,affected_product,direction,title
6/2/2022,22,2,0.271130952,0.303701282,0.1082,general,General,LOW,3 Best Retirement Stocks to Buy for Long-Term Wealth
6/3/2022,31,2,0.091666667,0.352202922,0.1124,general,General,HIGH,"Warren Buffett Has a ""Hidden"" $6.3 Billion Portfolio: Here's What's in It"
6/4/2022,0,0,0,0,0,0,0,0,0
6/5/2022,0,0,0,0,0,0,0,0,0
6/6/2022,62,8,0.056426332,0.248706222,0.1113,supply_chain,General,HIGH,Dreams of improved supply chains 'shattered' for the near term: Citi
6/7/2022,64,8,0.036796537,0.250280708,0.1085,regulatory,iPhone,LOW,Brussels agrees new law on single standard charger in blow to Apple
6/8/2022,33,8,0,0.248249248,0.1117,supply_chain,General,LOW,Apple to shift some iPad production to Vietnam amid China supply chain woes
6/9/2022,40,8.5,0.045362319,0.279465765,0.1178,analyst_downgrade,General,LOW,"Spotify 'not well-run' operationally despite bullish podcast sentiment, says analyst"
6/10/2022,48,8,0.125011478,0.248249248,0.1151,analyst_downgrade,Services,LOW,Goldman cuts Netflix to 'Sell' citing competition and a 'consumer recession'
6/11/2022,0,0,0,0,0,0,0,0,0
6/12/2022,0,0,0,0,0,0,0,0,0
6/13/2022,31,6,0.070039683,0.246449918,0.1126,supply_chain,Vision_Pro,HIGH,Meta Platforms (META) Halts Dual-Camera Smartwatch Development
6/14/2022,42,6,0.057407407,0.247575685,0.1157,analyst_downgrade,General,HIGH,Deutsche Bank cuts Apple price target in note cautious on IT hardware sector
6/15/2022,40,8,0.025906863,0.246676594,0.1161,analyst_downgrade,General,LOW,CEO’s Confidence Isn’t What Affirm Stock Needs Now
6/16/2022,17,8,0.018303571,0.283559233,0.1103,general,General,HIGH,China’s No. 2 Online Mall Warns Consumer Recovery Months Away
6/17/2022,26,8,0.126565657,0.279465765,0.113,regulatory,General,HIGH,"Nations Pull WTO Back From the Brink With Vaccine, Fishery Deals"
6/18/2022,0,0,0,0,0,0,0,0,0
6/19/2022,0,0,0,0,0,0,0,0,0
6/20/2022,0,0,0,0,0,0,0,0,0
6/21/2022,28,6,0.22,0.245418668,0.1143,supply_chain,iPhone,NEUTRAL,Apple’s iPhone Output Said to Have Soared in China. That’s Some Good News Amid the Tech Selloff.
6/22/2022,19,8,0.165861244,0.250186384,0.1116,regulatory,General,HIGH,"‘Left Behind’ Tech Workers Ready to Embrace Labor, Union Says"
6/23/2022,28,8,0.109900593,0.256154507,0.1124,regulatory,App_Store,HIGH,"Apple Says US Bill Would Make App Store Less Secure, But Its Critics Aren’t So Sure"
6/24/2022,28,6,0.079924242,0.247533605,0.1047,legal,General,NEUTRAL,Apple will not challenge Maryland store unionization vote
6/25/2022,0,0,0,0,0,0,0,0,0
6/26/2022,0,0,0,0,0,0,0,0,0
6/27/2022,30,6,0.175,0.249336794,0.1054,legal,General,LOW,U.S. Supreme Court won't hear Apple's bid to revive Qualcomm patent challenges
6/28/2022,37,8,0.116944444,0.305659145,0.1076,general,General,HIGH,7 Growth Stocks to Buy After the Market Crash
6/29/2022,39,2,0,0.312100142,0.1083,general,iPhone,LOW,Apple celebrates 15-year anniversary of the iPhone
6/30/2022,44,8,-0.025,0.276768655,0.1084,legal,General,HIGH,Former Apple lawyer pleads guilty over insider trading scheme
7/1/2022,35,2.5,0.2,0.337341905,0.1108,general,General,HIGH,Are Netflix and Roku a Match Made in Heaven?
7/2/2022,0,0,0,0,0,0,0,0,0
7/3/2022,0,0,0,0,0,0,0,0,0
7/4/2022,0,0,0,0,0,0,0,0,0
7/5/2022,28,5,0,0.360584468,0.1136,general,General,HIGH,Dow Jones Falls; Tesla Gains Despite Delivery Data; This Stock Drops As Warren Buffett Raises Stake
7/6/2022,29,6,0.167329545,0.322541088,0.113,earnings_miss,Services,HIGH,Alphabet vs. Apple: Which FAANG Stock Does Wall Street Like the Most?
7/7/2022,29,6,0.108333333,0.31519863,0.111,product_launch,General,NEUTRAL,Alphabet (GOOGL) Boosts Google Photos With Pop-Up UI Update
7/8/2022,20,0,0.136363636,0.29677847,0.1089,general,General,LOW,NFL is seeking a streaming platform to host its Sunday Ticket
7/9/2022,0,0,0,0,0,0,0,0,0
7/10/2022,0,0,0,0,0,0,0,0,0
7/11/2022,33,2,0.15874519,0.309956759,0.1106,general,General,HIGH,Penny Pritzker details Chicago’s 'massively vibrant' tech industry
7/12/2022,27,8,0.028483894,0.348706812,0.1141,general,General,NEUTRAL,Secret Recession Indicator Points to a Massive Stock Market Rebound
7/13/2022,25,8,0.237530063,0.305790454,0.1107,general,General,HIGH,5 Best Stocks to Buy if You Have $250 to Spend
7/14/2022,25,2,0.076161616,0.322567284,0.1123,general,General,HIGH,Congress Wants to Regulate Big Tech. A New Survey Finds Voters Don’t Care.
7/15/2022,18,6,0.08,0.251340955,0.1093,legal,App_Store,LOW,Apple urges federal court to throw out App Store injunction in Epic case
7/16/2022,0,0,0,0,0,0,0,0,0
7/17/2022,0,0,0,0,0,0,0,0,0
7/18/2022,40,3,0.45,0.311703235,0.1132,general,General,HIGH,3 Stocks You'll Be Happy You Own When the Bear Market Is Over
7/19/2022,53,6,0.017828283,0.254441381,0.1116,legal,Mac,HIGH,Apple reaches $50 mln settlement over defective MacBook keyboards
7/20/2022,40,0,0.0325,0.261305124,0.1092,general,General,HIGH,Apple Stock Is Mounting A Comeback; Why This Diagonal Spread Can Earn $500
7/21/2022,31,2,0.028063241,0.296347111,0.1125,general,General,LOW,How the metaverse is slowly transforming the workplace
7/22/2022,34,0,0.088888889,0.279284179,0.1112,general,General,LOW,3 Stocks That Will Send Bears Back into Hibernation
7/23/2022,0,0,0,0,0,0,0,0,0
7/24/2022,0,0,0,0,0,0,0,0,0
7/25/2022,58,2,0.036218,0.406443477,0.123,general,General,LOW,"US STOCKS-S&amp;P 500 ends choppy session nearly flat; investors eye Fed, earnings"
7/26/2022,30,4,0.15,0.295232296,0.1126,earnings_miss,General,HIGH,"Alphabet’s Earnings Missed, but Ad Revenue Was Better Than Feared"
7/27/2022,33,5,0.097146032,0.323137701,0.1161,general,General,NEUTRAL,7 Blue-Chip Stocks to Buy on the Dip
7/28/2022,56,6,0.01673998,0.325739682,0.1177,earnings_beat,General,HIGH,"Amazon, Apple Up on Earnings; Intel Takes a Bath"
7/29/2022,70,4,0.366666667,0.339121699,0.1171,earnings_miss,Services,LOW,"Apple TV+ content earns 250 award wins, Q3 revenue growth slows to $19.6 billion"
7/30/2022,0,0,0,0,0,0,0,0,0
7/31/2022,0,0,0,0,0,0,0,0,0
8/1/2022,34,8,0.166941392,0.262365848,0.112,analyst_downgrade,Services,LOW,"Apple TV+ 'never' set out to win streaming, still 'limited' versus Netflix: Analyst"
8/2/2022,19,6,-0.016666667,0.240342274,0.1299,ceo_statement,General,HIGH,3 Bullish Comments From Apple Management
8/3/2022,26,8,0.236429513,0.243548334,0.108,earnings_beat,Services,NEUTRAL,"S&amp;P 500 in Rally Mode on Positive Earnings, Stronger Economic Data"
8/4/2022,16,6,0.2,0.251373261,0.1073,general,General,NEUTRAL,Better Buy: Apple or Every Nasdaq Stock?
8/5/2022,22,8,-0.031444738,0.238758489,0.109,earnings_miss,General,NEUTRAL,Analysts Say Buy These 10 Stocks Despite Earnings Miss
8/6/2022,0,0,0,0,0,0,0,0,0
8/7/2022,0,0,0,0,0,0,0,0,0
8/8/2022,20,2,0.127898551,0.245128229,0.1075,general,General,NEUTRAL,Clearwater Paper and Logitech International have been highlighted as Zacks Bull and Bear of the Day
8/9/2022,38,6,-0.025572047,0.259453654,0.1116,earnings_miss,General,HIGH,Disney earnings: What to expect as 'big strategic questions' loom for media giant
8/10/2022,26,8,0.073148148,0.244002119,0.1095,earnings_beat,General,NEUTRAL,Disney stock pops amid earnings beat and streaming subscriber growth
8/11/2022,22,8,-0.035277778,0.244415611,0.1105,earnings_miss,General,HIGH,Rivian Leads EV Slump After Investors Shun Money Losers
8/12/2022,33,8,0.102050727,0.283953756,0.1117,general,General,HIGH,Apple’s Big Rally Gives Stock Bulls Something to Cheer About
8/13/2022,0,0,0,0,0,0,0,0,0
8/14/2022,0,0,0,0,0,0,0,0,0
8/15/2022,39,6,0.15681445,0.351078272,0.1182,general,General,NEUTRAL,Is Most-Watched Stock Apple Inc. (AAPL) Worth Betting on Now?
8/16/2022,42,5,0.003271849,0.276175559,0.1119,general,General,HIGH,Jim Cramer Recommends Selling These 10 Stocks in August
8/17/2022,28,2,0.0953125,0.286982805,0.1129,general,General,NEUTRAL,How Warren Buffett's Berkshire Hathaway Lost Nearly $44 Billion in Q2
8/18/2022,26,6,0.161588412,0.29164505,0.1137,general,General,LOW,What Did Buffett Buy During the Summer Bear Market?
8/19/2022,25,8.3,0.068,0.24698323,0.1127,earnings_miss,General,LOW,Xiaomi Profit Misses Estimates on Smartphone Business Slump
8/20/2022,0,0,0,0,0,0,0,0,0
8/21/2022,0,0,0,0,0,0,0,0,0
8/22/2022,24,6,0.097671569,0.295209318,0.1149,general,General,NEUTRAL,Apple employees claim they’re doing ‘exceptional work’ remotely as Tim Cook orders them back. They’re probably wrong
8/23/2022,26,8,0.037188057,0.305936992,0.1133,product_launch,iPhone,NEUTRAL,2 Simple Reasons Why Apple's Next iPhone Could Be a Roaring Success
8/24/2022,40,6,0.191666667,0.268704176,0.1253,supply_chain,General,HIGH,Vietnam to start making Apple Watch and MacBook for first time
8/25/2022,14,8,0.5,0.23111999,0.1254,earnings_beat,General,LOW,Is Apple Stock a Buy After Its Latest Earnings?
8/26/2022,26,2,0.244444444,0.262023896,0.1206,general,General,LOW,Apple's Entry-Level iPad is Just $279 on Amazon
8/27/2022,0,0,0,0,0,0,0,0,0
8/28/2022,0,0,0,0,0,0,0,0,0
8/29/2022,34,4,0.143428854,0.242393911,0.1239,supply_chain,General,LOW,Apple iPad faces longest lead time: JPMorgan report
8/30/2022,17,5,0.020756303,0.261764467,0.1215,general,General,LOW,Are Options Traders Betting on a Big Move in Apple (AAPL) Stock?
8/31/2022,18,8,-0.031090909,0.314213216,0.1268,general,General,NEUTRAL,"Snap Will Cut 20% of Workforce, Slash Investments, Add COO"
9/1/2022,27,8,0.137525253,0.244572073,0.1287,earnings_beat,General,LOW,"Broadcom Gives Strong Forecast, Evading the Chip Slump"
9/2/2022,33,8,0.005681818,0.334600925,0.1285,product_launch,iPhone,LOW,Here's What You Might See On The New Apple iPhone 14
9/3/2022,0,0,0,0,0,0,0,0,0
9/4/2022,0,0,0,0,0,0,0,0,0
9/5/2022,0,0,0,0,0,0,0,0,0
9/6/2022,32,6,0,0.434392065,0.1399,general,General,HIGH,"Dow Jones Futures: Nasdaq Extends Losing Streak, Enphase Shines; Apple iPhone 14 On Call"
9/7/2022,68,2,0.185822511,0.34934023,0.1319,general,General,LOW,9 Best Tech Stocks to Buy According to Hedge Funds
9/8/2022,59,6,0.216666667,0.347155929,0.1317,general,iPhone,HIGH,Apple CEO Tim Cook won’t raise iPhone 14 prices. He must first deal with a fierce rival — and it’s not Samsung
9/9/2022,39,8,0,0.311555624,0.1278,product_launch,iPhone,HIGH,These 3 Tech Stocks Are Building the Future
9/10/2022,0,0,0,0,0,0,0,0,0
9/11/2022,0,0,0,0,0,0,0,0,0
9/12/2022,32,8,0.178787879,0.370034516,0.1403,supply_chain,iPhone,LOW,Why Apple Stock Popped Monday Morning
9/13/2022,36,8,0.149770432,0.244597971,0.1342,supply_chain,General,HIGH,"India Wins $20B Semiconductor Tech Investment From Apple Supplier, Vedanta Kicking Off Its Journey As A Chip Maker"
9/14/2022,31,6,0.024848485,0.237261638,0.1271,ceo_statement,General,LOW,"Affirm CEO talks recession, Apple Pay Later, and being an entrepreneur in volatile markets"
9/15/2022,34,8,-0.092592593,0.234376222,0.1272,legal,General,LOW,Why Investors Lost Their Taste for Apple Today
9/16/2022,24,8,-0.11712963,0.243798584,0.1257,regulatory,General,HIGH,"Google, Microsoft Search Engine Users Fall Prey To Malvertising"
9/17/2022,0,0,0,0,0,0,0,0,0
9/18/2022,0,0,0,0,0,0,0,0,0
9/19/2022,17,2,-0.111111111,0.242203936,0.1355,supply_chain,iPhone,HIGH,Apple set to release fix for iPhone 14 Pro's shaky camera
9/20/2022,35,3,0.0625,0.249361351,0.1362,supply_chain,General,LOW,Ford and GE Supply-Chain Woes Show Where Fed Power Stops
9/21/2022,18,8,0.011538462,0.255675524,0.1372,supply_chain,iPhone,LOW,Apple may move a quarter of iPhone production to India by 2025 -JPM
9/22/2022,30,3,0.209090909,0.297190964,0.1303,general,General,LOW,Should Apple Make Its Own Search Engine and Cut Google Out of the Mix?
9/23/2022,34,3,0.154761905,0.241173625,0.1364,supply_chain,iPhone,NEUTRAL,"Apple Resolves iPhone 14 Pro Camera Glitch, As Promised"
9/24/2022,0,0,0,0,0,0,0,0,0
9/25/2022,0,0,0,0,0,0,0,0,0
9/26/2022,42,6,0.069444444,0.391543925,0.1538,supply_chain,iPhone,HIGH,Apple expands iPhone production in India in shift away from China
9/27/2022,16,8,0.161111111,0.253860027,0.1386,supply_chain,General,LOW,Tim Cook and Apple Make a Move That Could Annoy China
9/28/2022,51,8,0,0.308631122,0.1452,supply_chain,iPhone,LOW,"Dow Jones Futures Cut Losses On Bank Of England Reversal; Apple Falls On iPhone Report, Biogen Soars On Alzheimer's Drug"
9/29/2022,37,8,0.060628019,0.347922444,0.149,analyst_downgrade,iPhone,LOW,"Apple’s Ugly Day Wipes Out $120 Billion, Spills Over Big Tech"
9/30/2022,40,5,0.026489722,0.272926718,0.1417,supply_chain,General,HIGH,"Apple exec departs after TikTok remarks, Disney+ gets new president, Google to sunset Stadia"
10/1/2022,0,0,0,0,0,0,0,0,0
10/2/2022,0,0,0,0,0,0,0,0,0
10/3/2022,21,6,0.073232323,0.328604966,0.1413,ceo_statement,General,HIGH,"Apple CEO Tim Cook predicts AR will have ‘profound’ impact, downplays metaverse"
10/4/2022,37,8,0.216609977,0.315401047,0.1473,supply_chain,iPhone,NEUTRAL,Apple iPhone Exports From India Doubling in Boon to Modi’s Plan
10/5/2022,25,2,0.131238095,0.26281172,0.1298,general,General,LOW,Warner Bros. Discovery's (WBD) HBO Max Reveals Halloween Lineup
10/6/2022,30,8,0.199837662,0.26196602,0.1378,earnings_miss,General,LOW,1 Tech Stock to Avoid Like the Plague Right Now
10/7/2022,22,8,0.05785124,0.247327641,0.1293,regulatory,General,NEUTRAL,Biden Tightens China Chip Rules on Chaotic Day for Industry
10/8/2022,0,0,0,0,0,0,0,0,0
10/9/2022,0,0,0,0,0,0,0,0,0
10/10/2022,28,5,0.044444444,0.26659745,0.1314,general,General,LOW,Prologis Passes American Tower Corp In Size By Market Cap - Becomes The Highest Valued REIT
10/11/2022,24,6,0.176893939,0.304253191,0.1339,product_launch,iPhone,NEUTRAL,India looks to move up tech value chain with iPhone plant deal
10/12/2022,28,8,0.136329706,0.296828598,0.1345,earnings_beat,General,HIGH,Why Apple (AAPL) Could Beat Earnings Estimates Again
10/13/2022,29,2,0.136363636,0.289858878,0.1346,general,Services,LOW,Apple announces high-yield savings account for credit card holders
10/14/2022,15,6,-0.11007326,0.249693364,0.1388,earnings_miss,Services,HIGH,Netflix (NFLX) Gears Up for Q3 Earnings: What's in the Cards?
10/15/2022,0,0,0,0,0,0,0,0,0
10/16/2022,0,0,0,0,0,0,0,0,0
10/17/2022,20,8,0.5,0.337111145,0.14,earnings_beat,General,HIGH,Dow Jones Futures Rally As Bank Of America Jumps On Earnings; Apple Called Top Pick
10/18/2022,34,8,-0.044567901,0.46555841,0.1541,general,General,NEUTRAL,3 Growth Stocks to Buy in a Bear Market
10/19/2022,19,8,0.022440312,0.296294093,0.1365,general,General,NEUTRAL,Asian Stocks Sink as China Slowdown Fears Persist
10/20/2022,12,8,0.114393939,0.369200766,0.1442,earnings_beat,General,HIGH,MSCI Scheduled to Report Q3 Earnings: What's in the Cards?
10/21/2022,39,2,-0.0625,0.371709496,0.1453,general,General,HIGH,Merck Stock In Bullish Setup Ahead Of Q3 Results; Apple Leads FAANG Earnings Barrage
10/22/2022,0,0,0,0,0,0,0,0,0
10/23/2022,0,0,0,0,0,0,0,0,0
10/24/2022,32,2,0.040625,0.326562464,0.1413,general,General,HIGH,"Dow Jones Rallies 400 Points, What To Do Now; Alphabet, Apple, Meta, Microsoft To Report"
10/25/2022,39,3.5,0.241221741,0.33120051,0.151,earnings_miss,Services,LOW,Don't Overlook Service Revenues in Apple's Q4
10/26/2022,28,8,-0.033333333,0.382957429,0.1473,earnings_beat,General,LOW,Apple Q4 Results Expected to Lean on Services Gains
10/27/2022,41,5,0.136363636,0.358940959,0.1462,general,General,HIGH,"Apple stock: What to expect from earnings, iPhone 14 demand"
10/28/2022,66,8,0.02226455,0.244946465,0.1427,earnings_miss,General,LOW,Big-Tech Stocks Lose $400 Billion — And They’re Still Expensive
10/29/2022,0,0,0,0,0,0,0,0,0
10/30/2022,0,0,0,0,0,0,0,0,0
10/31/2022,50,6,0.004886831,0.257748038,0.1458,legal,General,LOW,Apple’s Online Store and Information Systems Chiefs Are Leaving
11/1/2022,23,8,0.164536341,0.316345274,0.1429,general,General,LOW,10 Best Stocks To Buy For A Weak US Dollar
11/2/2022,27,6,-0.083333333,0.269235522,0.1475,legal,General,LOW,Former employee pleads guilty to defrauding Apple out of $17 million
11/3/2022,23,8,0.5,0.288244635,0.1404,general,General,NEUTRAL,Tim Cook has been an excellent leader for Apple – these numbers prove it
11/4/2022,24,8,0,0.334921837,0.1458,general,General,NEUTRAL,"Market Rally Buckling From Fed, Apple, Tesla, Cloud Stocks; What To Do Now"
11/5/2022,0,0,0,0,0,0,0,0,0
11/6/2022,0,0,0,0,0,0,0,0,0
11/7/2022,62,8,-0.166666667,0.448187143,0.1582,supply_chain,iPhone,NEUTRAL,Apple warns that iPhone 14 Pro shipments will be hit by China production snags
11/8/2022,25,8,0.035474537,0.301086754,0.1523,earnings_miss,iPhone,LOW,Apple Stock’s Safe-Haven Status at Risk as Headwinds Mount
11/9/2022,21,8,-0.5,0.364946514,0.1499,supply_chain,General,HIGH,Goertek/Apple: single-client risk amplifies AirPod contract doubts
11/10/2022,39,8,0.5,0.250734299,0.1478,legal,General,HIGH,"Microsoft co-founder's art fetches $1.5 billion, Apple and Amazon face lawsuit, Redfin cuts staff"
11/11/2022,20,6,0.031305704,0.334921837,0.1469,supply_chain,General,LOW,China's Singles' Day shopping festival fuels smartphone price war as major vendors seek to stimulate demand in weak market
11/12/2022,0,0,0,0,0,0,0,0,0
11/13/2022,0,0,0,0,0,0,0,0,0
11/14/2022,26,6,-0.6,0.322921306,0.1569,analyst_downgrade,iPhone,HIGH,Apple Analysts Keep Cutting iPhone Shipment Estimates
11/15/2022,26,2,0.172222222,0.386065245,0.1546,general,General,LOW,Warren Buffett Is Living Off These Five Stocks
11/16/2022,22,6,0,0.253111839,0.1448,supply_chain,iPhone,HIGH,Some Apple iPhones Won’t Be Delivered Before Christmas
11/17/2022,14,8,0.106550802,0.241415367,0.1437,supply_chain,iPhone,NEUTRAL,"Foxconn hires over 100,000 workers for COVID-hit Chinese plant - Yicai"
11/18/2022,26,8,0.516666667,0.262213796,0.1496,earnings_beat,General,LOW,Is The Trade Desk Stock a Buy Now?
11/19/2022,0,0,0,0,0,0,0,0,0
11/20/2022,0,0,0,0,0,0,0,0,0
11/21/2022,19,8,-0.025,0.255431026,0.1464,supply_chain,General,HIGH,Rivian Under Scrutiny As Employees Allege Safety Breach At Illinois Plant
11/22/2022,23,8,0.246203704,0.264109731,0.1477,supply_chain,iPhone,HIGH,Apple's Pro iPhones will be harder to find in stores this holiday -Best Buy
11/23/2022,31,8,0.149857955,0.279426634,0.1599,analyst_upgrade,iPhone,LOW,"Wedbush reiterates bullish rating on Apple stock, citing holiday iPhone demand"
11/24/2022,0,0,0,0,0,0,0,0,0
11/25/2022,33,6,0.075009353,0.233250454,0.1547,analyst_upgrade,General,LOW,Analysts are Upgrading These 9 Tech Stocks
11/26/2022,0,0,0,0,0,0,0,0,0
11/27/2022,0,0,0,0,0,0,0,0,0
11/28/2022,52,8,0.109090909,0.34288609,0.1587,supply_chain,iPhone,LOW,6M Shortfall In Apple iPhone Pro Models - China's Foxconn's Plant Outrage Impact On Apple
11/29/2022,64,8,0.057210999,0.461314678,0.1727,supply_chain,iPhone,HIGH,iPhone Pro Wait Times Hit New Peak After Factory Disruptions
11/30/2022,53,8,0.151515152,0.418589205,0.1683,supply_chain,iPhone,NEUTRAL,Can’t Find an iPhone 14 Pro by Christmas? Here’s What You Can Do
12/1/2022,38,8,0,0.26695174,0.1579,analyst_downgrade,General,NEUTRAL,Apple’s iPhone Production Woes Will Hit Revenue. Another Analyst Weighs In on How Much.
12/2/2022,26,8,-0.002104377,0.312512785,0.1598,earnings_beat,General,LOW,PayPal Is Down 61% This Year - What's Happened Recently?
12/3/2022,0,0,0,0,0,0,0,0,0
12/4/2022,0,0,0,0,0,0,0,0,0
12/5/2022,35,8,0.125,0.25331828,0.1603,analyst_upgrade,General,LOW,"China stocks advance as COVID restrictions ease, Morgan Stanley lifts outlook"
12/6/2022,43,6,-0.05,0.252592295,0.1477,regulatory,General,LOW,"Apple, AMD confirm they’re among TSMC’s first Arizona customers, while Intel preps for return to cutting edge in 2023"
12/7/2022,43,6,0.090134427,0.258369476,0.1486,regulatory,General,HIGH,"Meta Criticized For Providing Extra Protection To Certain Users, Twitter HQ Bedrooms Under Regulatory Scrutiny, Juul Settles Over 5,000 Lawsuits: Top Stories Wednesday, Dec. 07"
12/8/2022,22,8,0.172506614,0.245378375,0.1482,earnings_beat,Services,NEUTRAL,Which Tech Stock Is Wall Street’s Best Pick Right Now?
12/9/2022,25,8,0.026919192,0.263716549,0.1498,regulatory,General,HIGH,"Microsoft's Activision Deal Voted Down By FTC, SEC Guides Companies To Disclose Cryptocurrency Risks, Twitter Begins Reinstating Suspended Accounts: Top Stories Friday, Dec. 09"
12/10/2022,0,0,0,0,0,0,0,0,0
12/11/2022,0,0,0,0,0,0,0,0,0
12/12/2022,16,8,0.153333333,0.345612377,0.1548,product_launch,General,HIGH,REFILE-UPDATE 1-India's Tata Group to open 100 exclusive Apple stores -report
12/13/2022,27,8,-0.088888889,0.306422651,0.1561,regulatory,App_Store,LOW,Apple's Biggest Weakness Is Being Exposed
12/14/2022,16,6,-0.035714286,0.296956211,0.1553,regulatory,General,LOW,Europe May Force Apple to Allow Other App Stores
12/15/2022,21,2,-0.038888889,0.347252309,0.156,general,General,LOW,Influencers with Andy Serwer: Satjiv Chahil
12/16/2022,22,6,0.071736111,0.484152973,0.1785,analyst_downgrade,General,LOW,Why Is This Analyst Bearish On Western Digital And Sees Downside?
12/17/2022,0,0,0,0,0,0,0,0,0
12/18/2022,0,0,0,0,0,0,0,0,0
12/19/2022,23,8,0.050178571,0.358613342,0.1587,product_launch,General,NEUTRAL,Alphabet (GOOGL) Boosts Wear OS Platform With KoruLab Takeover
12/20/2022,20,8,0.345454545,0.331635475,0.1558,product_launch,General,HIGH,Will Nvidia Be a Trillion-Dollar Stock by 2030?
12/21/2022,24,6,0.205,0.410087079,0.1652,general,General,LOW,"Amid Weak Digital Ad Outlook, Apple, Walmart, Internet TV Are Still Bright Spots"
12/22/2022,21,8,0.100048876,0.427620471,0.1677,product_launch,Vision_Pro,NEUTRAL,The hottest tech trends to watch in 2023
12/23/2022,13,8,0.063636364,0.250011951,0.1522,regulatory,General,LOW,Meta Is Cheap for a Reason: Shareholders Aren't the Focus
12/24/2022,0,0,0,0,0,0,0,0,0
12/25/2022,0,0,0,0,0,0,0,0,0
12/26/2022,0,0,0,0,0,0,0,0,0
12/27/2022,27,6,-0.13,0.375971735,0.1688,regulatory,General,LOW,"Apple stock slumps toward lowest close in 18 months, worst yearly performance since 2008"
12/28/2022,27,2,-0.103935185,0.350007266,0.1602,general,General,HIGH,"3 Things to Love About Adobe, Even Though Its Stock Is Down 40%"
12/29/2022,29,5,0.050652357,0.408901304,0.1676,general,General,NEUTRAL,"Tech stock bounce part of ‘seasonal pattern’, investors pin hopes on January"
12/30/2022,22,8,0.303636364,0.297430634,0.1609,earnings_beat,General,LOW,This Market-Beating Growth Stock Is Too Cheap to Ignore
12/31/2022,0,0,0,0,0,0,0,0,0
1/1/2023,0,0,0,0,0,0,0,0,0
1/2/2023,0,0,0,0,0,0,0,0,0
1/3/2023,40,2,0.080868467,0.292189747,0.151,general,General,HIGH,"The Zacks Analyst Blog Highlights Apple, Johnson &amp; Johnson, CSX, American International Group and CenterPoint Energy"
1/4/2023,42,8,0.106984127,0.273399293,0.1505,supply_chain,General,LOW,"Down 30%, Apple Stock Is Still Risky"
1/5/2023,25,8,0,0.280966312,0.1517,supply_chain,iPhone,HIGH,IPhone Shipments Take a Hit  but Analysts Are Still Upbeat on Apple
1/6/2023,20,5,0.062318008,0.284633845,0.151,general,General,NEUTRAL,Stock market today: Dow scores weekly win as slowing wage growth eases Fed fears
1/7/2023,0,0,0,0,0,0,0,0,0
1/8/2023,0,0,0,0,0,0,0,0,0
1/9/2023,33,6,0,0.284696907,0.1533,supply_chain,iPhone,NEUTRAL,iPhone exports from India surpass $2.5 billion despite Apple supply issues
1/10/2023,34,8,0.176428571,0.274675697,0.1521,supply_chain,iPhone,HIGH,Why Qualcomm Stock Got Mashed on Monday
1/11/2023,35,6,0.5,0.26610291,0.1503,regulatory,General,NEUTRAL,Apple promises to disclose more details about app removals
1/12/2023,26,8,-0.018190236,0.262709856,0.1538,earnings_miss,General,HIGH,"World’s Biggest Chipmaker TSMC Tops Estimates, Bucking Trend as Industry Cools"
1/13/2023,24,6,0.25,0.265571356,0.1508,regulatory,General,HIGH,Apple CEO Tim Cook Receives a 40% Pay Cut
1/14/2023,0,0,0,0,0,0,0,0,0
1/15/2023,0,0,0,0,0,0,0,0,0
1/16/2023,0,0,0,0,0,0,0,0,0
1/17/2023,39,6,0.105567034,0.263970703,0.1557,earnings_miss,General,LOW,S&amp;P 500 struggles for direction on Goldman Sachs-led slide
1/18/2023,37,8,-0.011594203,0.264090002,0.1561,earnings_miss,General,NEUTRAL,"Big Tech braces for dismal profits, more job cuts"
1/19/2023,11,6,0.023611111,0.26439029,0.1564,earnings_miss,General,HIGH,"Apple Will Struggle to Return to Growth as iPhone Demand Drops, Warns J.P. Morgan"
1/20/2023,17,0,0.6,0.290438116,0.1546,general,General,HIGH,Weekly Roundup
1/21/2023,0,0,0,0,0,0,0,0,0
1/22/2023,0,0,0,0,0,0,0,0,0
1/23/2023,28,6,0.045454545,0.283793002,0.156,regulatory,General,HIGH,Big Banks Are Coming After PayPal and Apple With Digital Wallet: WSJ
1/24/2023,22,3,0.170677933,0.306572706,0.1578,general,General,NEUTRAL,Apple debuts programs highlighting data privacy and security
1/25/2023,15,8,-0.125,0.268169641,0.1587,earnings_miss,General,HIGH,"Dow Jones Futures Fall 250 Points As Boeing, Microsoft Drop On Earnings; Tesla Earnings Due"
1/26/2023,16,6,0.102988215,0.265868127,0.1587,earnings_miss,General,HIGH,Earnings Preview: Apple (AAPL) Q1 Earnings Expected to Decline
1/27/2023,25,8,0.033333333,0.262019813,0.1585,earnings_miss,General,LOW,Dow Jones Reverses After Inflation Data; Intel Plunges 10% On Earnings
1/28/2023,0,0,0,0,0,0,0,0,0
1/29/2023,0,0,0,0,0,0,0,0,0
1/30/2023,53,8,0,0.265267223,0.1598,earnings_miss,General,HIGH,"Apple Profit Could Fall on China Production, Demand Slowdown"
1/31/2023,33,8,0.6,0.264090002,0.16,earnings_miss,General,HIGH,"Dow Jones Rises Ahead Of Fed Meeting; Caterpillar, Exxon, Pfizer, McDonald's Fall On Earnings"
